DosageForm,Drugname,TotalApprovals
SOLUTION;INHALATION,ATROVENT,1
SOLUTION;INHALATION,BETA-2,1
SOLUTION;INHALATION,BETHKIS,1
SOLUTION;INHALATION,BROVANA,1
SOLUTION;INHALATION,DUONEB,1
SOLUTION;INHALATION,INTAL,1
SOLUTION;INHALATION,"ISOPROTERENOL HYDROCHLORIDE",1
SOLUTION;INHALATION,"KITABIS PAK",1
SOLUTION;INHALATION,PERFOROMIST,1
SOLUTION;INHALATION,PROVENTIL,1
SOLUTION;INHALATION,TILADE,1
SOLUTION;INHALATION,TOBI,1
SOLUTION;INHALATION,TORNALATE,1
SOLUTION;INHALATION,TYVASO,1
SOLUTION;INHALATION,VENTAVIS,1
SOLUTION;INHALATION,XOPENEX,1
"SOLUTION;INHALATION, INTRAVENOUS","PENTETATE CALCIUM TRISODIUM",1
"SOLUTION;INHALATION, INTRAVENOUS","PENTETATE ZINC TRISODIUM",1
"SOLUTION;INHALATION, ORAL",MUCOMYST,1
"SOLUTION;INHALATION, ORAL",MUCOSIL-10,1
"SOLUTION;INHALATION, ORAL",MUCOSIL-20,1
SOLUTION;INJECTION,AGGRASTAT,1
SOLUTION;INJECTION,NAROPIN,1
SOLUTION;INJECTION,"NORMOCARB HF 25",1
SOLUTION;INJECTION,"NORMOCARB HF 35",1
SOLUTION;INJECTION,STRENSIQ,1
"SOLUTION;INJECTION, ORAL","AN-SULFUR COLLOID",1
"SOLUTION;INJECTION, ORAL",MINITEC,1
"SOLUTION;INJECTION, ORAL",PHOSPHOTOPE,1
"SOLUTION;INJECTION, ORAL","SODIUM PHOSPHATE P 32",1
"SOLUTION;INJECTION, ORAL",TECHNECOLL,1
"SOLUTION;INJECTION, ORAL","TECHNETIUM TC 99M TSC",1
"SOLUTION;INJECTION, ORAL",TESULOID,1
"SOLUTION;INJECTION, ORAL, RECTAL","OMNIPAQUE 180",1
SOLUTION;INTRAMUSCULAR,MAKENA,1
SOLUTION;INTRAMUSCULAR,"MAKENA PRESERVATIVE FREE",1
"SOLUTION;INTRAMUSCULAR, INTRAVENOUS","MORPHINE SULFATE",1
"SOLUTION;INTRAMUSCULAR, SUBCUTANEOUS",EVZIO,1
SOLUTION;INTRAOCULAR,CARBASTAT,1
SOLUTION;INTRAOCULAR,MIOSTAT,1
SOLUTION;INTRAPERITONEAL,"DELFLEX W/ DEXTROSE 1.5% LOW MAGNESIUM IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DELFLEX W/ DEXTROSE 1.5% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DELFLEX W/ DEXTROSE 2.5% LOW MAGNESIUM IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DELFLEX W/ DEXTROSE 2.5% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DELFLEX W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DELFLEX W/ DEXTROSE 4.25% LOW MAGNESIUM IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DELFLEX W/ DEXTROSE 4.25% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DELFLEX-LM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DELFLEX-LM W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DELFLEX-LM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DELFLEX-LM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DIALYTE CONCENTRATE W/ DEXTROSE 30% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DIALYTE CONCENTRATE W/ DEXTROSE 50% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DIALYTE LM/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DIALYTE LM/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DIALYTE LM/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DIALYTE W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DIALYTE W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DIANEAL 137 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DIANEAL 137 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DIANEAL 137 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DIANEAL LOW CALCIUM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DIANEAL LOW CALCIUM W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DIANEAL LOW CALCIUM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DIANEAL LOW CALCIUM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,EXTRANEAL,1
SOLUTION;INTRAPERITONEAL,"INPERSOL-LC/LM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"INPERSOL-LC/LM W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"INPERSOL-LC/LM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"INPERSOL-LC/LM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"INPERSOL-ZM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"INPERSOL-ZM W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,"INPERSOL-ZM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1
SOLUTION;INTRAUTERINE,SINOGRAFIN,1
SOLUTION;INTRAVENOUS,ABLAVAR,1
SOLUTION;INTRAVENOUS,ADREVIEW,1
SOLUTION;INTRAVENOUS,AKOVAZ,1
SOLUTION;INTRAVENOUS,AMYVID,1
SOLUTION;INTRAVENOUS,ASCLERA,1
SOLUTION;INTRAVENOUS,AXUMIN,1
SOLUTION;INTRAVENOUS,BLOXIVERZ,1
SOLUTION;INTRAVENOUS,BRIDION,1
SOLUTION;INTRAVENOUS,BRIVIACT,1
SOLUTION;INTRAVENOUS,CAFCIT,1
SOLUTION;INTRAVENOUS,CALDOLOR,1
SOLUTION;INTRAVENOUS,"CEFAZOLIN IN PLASTIC CONTAINER",1
SOLUTION;INTRAVENOUS,COSYNTROPIN,1
SOLUTION;INTRAVENOUS,DATSCAN,1
SOLUTION;INTRAVENOUS,DOTAREM,1
SOLUTION;INTRAVENOUS,DYLOJECT,1
SOLUTION;INTRAVENOUS,EOVIST,1
SOLUTION;INTRAVENOUS,"ESMOLOL HYDROCHLORIDE DOUBLE STRENGTH IN PLASTIC CONTAINER",1
SOLUTION;INTRAVENOUS,"ESMOLOL HYDROCHLORIDE IN PLASTIC CONTAINER",1
SOLUTION;INTRAVENOUS,FERAHEME,1
SOLUTION;INTRAVENOUS,FOLOTYN,1
SOLUTION;INTRAVENOUS,GADAVIST,1
SOLUTION;INTRAVENOUS,HALAVEN,1
SOLUTION;INTRAVENOUS,LEXISCAN,1
SOLUTION;INTRAVENOUS,LUSEDRA,1
SOLUTION;INTRAVENOUS,MIVACRON,1
SOLUTION;INTRAVENOUS,NEURACEQ,1
SOLUTION;INTRAVENOUS,PROVAYBLUE,1
SOLUTION;INTRAVENOUS,REVATIO,1
SOLUTION;INTRAVENOUS,"SILDENAFIL CITRATE",1
SOLUTION;INTRAVENOUS,"SODIUM NITRITE",1
SOLUTION;INTRAVENOUS,"SODIUM THIOSULFATE",1
SOLUTION;INTRAVENOUS,"SOTALOL HYDROCHLORIDE",1
SOLUTION;INTRAVENOUS,TECHNELITE,1
SOLUTION;INTRAVENOUS,TOPOTECAN,1
SOLUTION;INTRAVENOUS,TORISEL,1
SOLUTION;INTRAVENOUS,"ULTRA-TECHNEKOW FM",1
SOLUTION;INTRAVENOUS,VARITHENA,1
SOLUTION;INTRAVENOUS,VIMPAT,1
SOLUTION;INTRAVENOUS,XOFIGO,1
SOLUTION;INTRAVENOUS,ZEMPLAR,1
"SOLUTION;INTRAVENOUS, ORAL","TECHNETIUM TC 99M GENERATOR",1
"SOLUTION;INTRAVENOUS, SUBCUTANEOUS",OMONTYS,1
"SOLUTION;INTRAVENOUS, SUBCUTANEOUS","OMONTYS PRESERVATIVE FREE",1
SOLUTION;INTRAVESICAL,"CYSTO-CONRAY II",1
SOLUTION;INTRAVESICAL,"DIMETHYL SULFOXIDE",1
SOLUTION;INTRAVESICAL,RIMSO-50,1
SOLUTION;INTRAVESICAL,"VALSTAR PRESERVATIVE FREE",1
SOLUTION;IONTOPHORESIS,IONTOCAINE,1
"SOLUTION;IONTOPHORESIS, TOPICAL","LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE",1
SOLUTION;IRRIGATION,"AMINOACETIC ACID 1.5% IN PLASTIC CONTAINER",1
SOLUTION;IRRIGATION,BSS,1
SOLUTION;IRRIGATION,"BSS PLUS",1
SOLUTION;IRRIGATION,"ENDOSOL EXTRA",1
SOLUTION;IRRIGATION,"IRRIGATING SOLUTION G IN PLASTIC CONTAINER",1
SOLUTION;IRRIGATION,NAVSTEL,1
SOLUTION;IRRIGATION,"NEOSPORIN G.U. IRRIGANT",1
SOLUTION;IRRIGATION,OMIDRIA,1
SOLUTION;IRRIGATION,"PHYSIOLYTE IN PLASTIC CONTAINER",1
SOLUTION;IRRIGATION,"PHYSIOSOL PH 7.4 IN PLASTIC CONTAINER",1
SOLUTION;IRRIGATION,RENACIDIN,1
SOLUTION;IRRIGATION,RESECTISOL,1
SOLUTION;IRRIGATION,"RESECTISOL IN PLASTIC CONTAINER",1
SOLUTION;IRRIGATION,"SORBITOL 3.3% IN PLASTIC CONTAINER",1
SOLUTION;IRRIGATION,SORBITOL-MANNITOL,1
SOLUTION;IRRIGATION,TIS-U-SOL,1
SOLUTION;IRRIGATION,"TIS-U-SOL IN PLASTIC CONTAINER",1
SOLUTION;IRRIGATION,"UROLOGIC G IN PLASTIC CONTAINER",1
"SOLUTION;IV (INFUSION)",ADENOSCAN,1
"SOLUTION;IV (INFUSION)",AMMONUL,1
"SOLUTION;IV (INFUSION)","ARGATROBAN IN DEXTROSE",1
"SOLUTION;IV (INFUSION)","AVELOX IN SODIUM CHLORIDE 0.8% IN PLASTIC CONTAINER",1
"SOLUTION;IV (INFUSION)",BENDEKA,1
"SOLUTION;IV (INFUSION)",DEFITELIO,1
"SOLUTION;IV (INFUSION)","DEXMEDETOMIDINE HYDROCHLORIDE",1
"SOLUTION;IV (INFUSION)",DOCETAXEL,1
"SOLUTION;IV (INFUSION)",FUSILEV,1
"SOLUTION;IV (INFUSION)","JEVTANA KIT",1
"SOLUTION;IV (INFUSION)","LINEZOLID IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",1
"SOLUTION;IV (INFUSION)","MOXIFLOXACIN HYDROCHLORIDE",1
"SOLUTION;IV (INFUSION)",NOXAFIL,1
"SOLUTION;IV (INFUSION)",OFIRMEV,1
"SOLUTION;IV (INFUSION)","PHENYLEPHRINE HYDROCHLORIDE",1
"SOLUTION;IV (INFUSION)",RAPIVAB,1
"SOLUTION;IV (INFUSION)",TREANDA,1
"SOLUTION;IV (INFUSION)",TRIFERIC,1
"SOLUTION;IV (INFUSION)",VASOSTRICT,1
"SOLUTION;IV (INFUSION)",VAZCULEP,1
"SOLUTION;IV (INFUSION)","ZOLEDRONIC ACID",1
"SOLUTION;IV (INFUSION)",ZYVOX,1
"SOLUTION;IV (INFUSION), INTRAOCULAR, INTRAMUSCULAR, SUBCUTANEOUS",EPINEPHRINE,1
SOLUTION;NASAL,CONCENTRAID,1
SOLUTION;NASAL,DDAVP,1
SOLUTION;NASAL,"DESMOPRESSIN ACETATE",1
SOLUTION;NASAL,TYZINE,1
SOLUTION;OPHTHALMIC,"ISOPTO CARPINE",1
SOLUTION;OPHTHALMIC,MEMBRANEBLUE,1
SOLUTION;OPHTHALMIC,PUR-WASH,1
SOLUTION;OPHTHALMIC,"TETRACAINE HYDROCHLORIDE",1
SOLUTION;OPHTHALMIC,VISIONBLUE,1
SOLUTION;ORAL,"ABACAVIR SULFATE",1
SOLUTION;ORAL,ABILIFY,1
SOLUTION;ORAL,AEROLATE,1
SOLUTION;ORAL,AGENERASE,1
SOLUTION;ORAL,"ALENDRONATE SODIUM",1
SOLUTION;ORAL,ALPRAZOLAM,1
SOLUTION;ORAL,AMINOPHYLLINE,1
SOLUTION;ORAL,"AMINOPHYLLINE DYE FREE",1
SOLUTION;ORAL,APTIVUS,1
SOLUTION;ORAL,ARICEPT,1
SOLUTION;ORAL,AVENTYL,1
SOLUTION;ORAL,AXID,1
SOLUTION;ORAL,BARACLUDE,1
SOLUTION;ORAL,BRIVIACT,1
SOLUTION;ORAL,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",1
SOLUTION;ORAL,CAFCIT,1
SOLUTION;ORAL,CALCITRIOL,1
SOLUTION;ORAL,CANTIL,1
SOLUTION;ORAL,"CARNITOR SF",1
SOLUTION;ORAL,CELEXA,1
SOLUTION;ORAL,CHRONULAC,1
SOLUTION;ORAL,CLARINEX,1
SOLUTION;ORAL,"CODEINE SULFATE",1
SOLUTION;ORAL,CONSTILAC,1
SOLUTION;ORAL,CONSTULOSE,1
SOLUTION;ORAL,CUVPOSA,1
SOLUTION;ORAL,DESLORATADINE,1
SOLUTION;ORAL,DEXAMETHASONE,1
SOLUTION;ORAL,DILAUDID,1
SOLUTION;ORAL,"DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE",1
SOLUTION;ORAL,EMTRIVA,1
SOLUTION;ORAL,EPANED,1
SOLUTION;ORAL,EPIVIR,1
SOLUTION;ORAL,EPIVIR-HBV,1
SOLUTION;ORAL,EVALOSE,1
SOLUTION;ORAL,EXELON,1
SOLUTION;ORAL,FERRIPROX,1
SOLUTION;ORAL,FLOWTUSS,1
SOLUTION;ORAL,FOSAMAX,1
SOLUTION;ORAL,"GALANTAMINE HYDROBROMIDE",1
SOLUTION;ORAL,GRANISOL,1
SOLUTION;ORAL,"HALOPERIDOL LACTATE",1
SOLUTION;ORAL,HEMANGEOL,1
SOLUTION;ORAL,HICON,1
SOLUTION;ORAL,HYCOFENIX,1
SOLUTION;ORAL,HYDERGINE,1
SOLUTION;ORAL,HYDROCHLOROTHIAZIDE,1
SOLUTION;ORAL,"HYDROCODONE BITARTRATE AND CHLORPHENIRAMINE MALEATE",1
SOLUTION;ORAL,"HYDROCODONE BITARTRATE,CHLORPHENIRAMINE MALEATE AND PSEUDOEPHEDRINE HYDROCHLORIDE",1
SOLUTION;ORAL,"HYDROMORPHONE HYDROCHLORIDE",1
SOLUTION;ORAL,IMODIUM,1
SOLUTION;ORAL,"IMODIUM A-D",1
SOLUTION;ORAL,IODOTOPE,1
SOLUTION;ORAL,ISMOTIC,1
SOLUTION;ORAL,ITRACONAZOLE,1
SOLUTION;ORAL,KALETRA,1
SOLUTION;ORAL,KEPPRA,1
SOLUTION;ORAL,KYTRIL,1
SOLUTION;ORAL,LACOSAMIDE,1
SOLUTION;ORAL,LAMIVUDINE,1
SOLUTION;ORAL,LASIX,1
SOLUTION;ORAL,LAXILOSE,1
SOLUTION;ORAL,LEVAQUIN,1
SOLUTION;ORAL,LEVOCARNITINE,1
SOLUTION;ORAL,LEVOFLOXACIN,1
SOLUTION;ORAL,LEXAPRO,1
SOLUTION;ORAL,"LIDOCAINE VISCOUS",1
SOLUTION;ORAL,LOMOTIL,1
SOLUTION;ORAL,LORAZEPAM,1
SOLUTION;ORAL,LYRICA,1
SOLUTION;ORAL,METHYLIN,1
SOLUTION;ORAL,MYCIFRADIN,1
SOLUTION;ORAL,NAMENDA,1
SOLUTION;ORAL,NEO-FRADIN,1
SOLUTION;ORAL,NEORAL,1
SOLUTION;ORAL,NEURONTIN,1
SOLUTION;ORAL,NIZATIDINE,1
SOLUTION;ORAL,NORVIR,1
SOLUTION;ORAL,NUCYNTA,1
SOLUTION;ORAL,NYMALIZE,1
SOLUTION;ORAL,OBREDON,1
SOLUTION;ORAL,OCL,1
SOLUTION;ORAL,ORAPRED,1
SOLUTION;ORAL,"OXYCODONE AND ACETAMINOPHEN",1
SOLUTION;ORAL,"OXYCODONE HYDROCHLORIDE AND ACETAMINOPHEN",1
SOLUTION;ORAL,PAMELOR,1
SOLUTION;ORAL,PARADIONE,1
SOLUTION;ORAL,PEDIAPRED,1
SOLUTION;ORAL,PHOSLYRA,1
SOLUTION;ORAL,"POTASSIUM CHLORIDE",1
SOLUTION;ORAL,"PREDNISONE INTENSOL",1
SOLUTION;ORAL,PROZAC,1
SOLUTION;ORAL,QBRELIS,1
SOLUTION;ORAL,RAPAMUNE,1
SOLUTION;ORAL,RAZADYNE,1
SOLUTION;ORAL,REBETOL,1
SOLUTION;ORAL,REGLAN,1
SOLUTION;ORAL,REZIRA,1
SOLUTION;ORAL,RIOMET,1
SOLUTION;ORAL,RISPERDAL,1
SOLUTION;ORAL,ROCALTROL,1
SOLUTION;ORAL,ROXICET,1
SOLUTION;ORAL,SANDIMMUNE,1
SOLUTION;ORAL,"SODIUM IODIDE I 123",1
SOLUTION;ORAL,SOLTAMOX,1
SOLUTION;ORAL,SOTYLIZE,1
SOLUTION;ORAL,SPORANOX,1
SOLUTION;ORAL,SUCLEAR,1
SOLUTION;ORAL,SUCRAID,1
SOLUTION;ORAL,"SUPREP BOWEL PREP KIT",1
SOLUTION;ORAL,SYNDROS,1
SOLUTION;ORAL,TAGAMET,1
SOLUTION;ORAL,THEOLAIR,1
SOLUTION;ORAL,THYROSHIELD,1
SOLUTION;ORAL,TRIDIONE,1
SOLUTION;ORAL,TYZEKA,1
SOLUTION;ORAL,UCEPHAN,1
SOLUTION;ORAL,VIMPAT,1
SOLUTION;ORAL,VITUZ,1
SOLUTION;ORAL,"XYLOCAINE VISCOUS",1
SOLUTION;ORAL,XYREM,1
SOLUTION;ORAL,XYZAL,1
SOLUTION;ORAL,ZIAGEN,1
SOLUTION;ORAL,ZOFRAN,1
SOLUTION;ORAL,ZUTRIPRO,1
SOLUTION;ORAL,ZYFREL,1
"SOLUTION;ORAL, RECTAL",ACILAC,1
"SOLUTION;ORAL, RECTAL",CEPHULAC,1
"SOLUTION;ORAL, RECTAL",CHOLAC,1
"SOLUTION;ORAL, RECTAL",ENULOSE,1
"SOLUTION;ORAL, RECTAL",GASTROGRAFIN,1
"SOLUTION;ORAL, RECTAL",GENERLAC,1
"SOLUTION;ORAL, RECTAL",HEPTALAC,1
"SOLUTION;ORAL, RECTAL",HYPAQUE,1
"SOLUTION;ORAL, RECTAL",MD-GASTROVIEW,1
"SOLUTION;PERFUSION, CARDIAC","CARDIOPLEGIC IN PLASTIC CONTAINER",1
"SOLUTION;PERFUSION, CARDIAC","PLEGISOL IN PLASTIC CONTAINER",1
SOLUTION;SUBCUTANEOUS,ADLYXIN,1
SOLUTION;SUBCUTANEOUS,BASAGLAR,1
SOLUTION;SUBCUTANEOUS,"HUMALOG KWIKPEN",1
SOLUTION;SUBCUTANEOUS,"HUMULIN R",1
SOLUTION;SUBCUTANEOUS,"HUMULIN R KWIKPEN",1
SOLUTION;SUBCUTANEOUS,KYBELLA,1
SOLUTION;SUBCUTANEOUS,KYNAMRO,1
SOLUTION;SUBCUTANEOUS,MOZOBIL,1
SOLUTION;SUBCUTANEOUS,OTREXUP,1
SOLUTION;SUBCUTANEOUS,RASUVO,1
SOLUTION;SUBCUTANEOUS,RELISTOR,1
SOLUTION;SUBCUTANEOUS,"RYZODEG 70/30",1
SOLUTION;SUBCUTANEOUS,SAXENDA,1
SOLUTION;SUBCUTANEOUS,SIGNIFOR,1
SOLUTION;SUBCUTANEOUS,"SOMATULINE DEPOT",1
SOLUTION;SUBCUTANEOUS,"TOUJEO SOLOSTAR",1
SOLUTION;SUBCUTANEOUS,TRESIBA,1
SOLUTION;SUBCUTANEOUS,VICTOZA,1
SOLUTION;SUBCUTANEOUS,"ZEMBRACE SYMTOUCH",1
SOLUTION;TOPICAL,A/T/S,1
SOLUTION;TOPICAL,ADAPALENE,1
SOLUTION;TOPICAL,AVAGARD,1
SOLUTION;TOPICAL,"BRIAN CARE",1
SOLUTION;TOPICAL,C-SOLVE-2,1
SOLUTION;TOPICAL,"CHG SCRUB",1
SOLUTION;TOPICAL,CIDA-STAT,1
SOLUTION;TOPICAL,"CLEOCIN T",1
SOLUTION;TOPICAL,CLINDA-DERM,1
SOLUTION;TOPICAL,CONDYLOX,1
SOLUTION;TOPICAL,DIFFERIN,1
SOLUTION;TOPICAL,DOVONEX,1
SOLUTION;TOPICAL,DYNA-HEX,1
SOLUTION;TOPICAL,"E-Z PREP",1
SOLUTION;TOPICAL,EFUDEX,1
SOLUTION;TOPICAL,EMBELINE,1
SOLUTION;TOPICAL,ERYDERM,1
SOLUTION;TOPICAL,ERYMAX,1
SOLUTION;TOPICAL,ERYTHRA-DERM,1
SOLUTION;TOPICAL,ERYTHRO-STATIN,1
SOLUTION;TOPICAL,EXELDERM,1
SOLUTION;TOPICAL,FLUOROPLEX,1
SOLUTION;TOPICAL,FLUOROURACIL,1
SOLUTION;TOPICAL,FLUOTREX,1
SOLUTION;TOPICAL,GERMA-MEDICA,1
SOLUTION;TOPICAL,"GERMA-MEDICA MG",1
SOLUTION;TOPICAL,HALOG,1
SOLUTION;TOPICAL,HIBICLENS,1
SOLUTION;TOPICAL,HIBISTAT,1
SOLUTION;TOPICAL,"HYDROCORTISONE BUTYRATE",1
SOLUTION;TOPICAL,JUBLIA,1
SOLUTION;TOPICAL,KERYDIN,1
SOLUTION;TOPICAL,LAMISIL,1
SOLUTION;TOPICAL,"LAMISIL AT",1
SOLUTION;TOPICAL,"LARYNG-O-JET KIT",1
SOLUTION;TOPICAL,LEVULAN,1
SOLUTION;TOPICAL,LIDEX,1
SOLUTION;TOPICAL,LOCOID,1
SOLUTION;TOPICAL,LOTRIMIN,1
SOLUTION;TOPICAL,MICRODERM,1
SOLUTION;TOPICAL,MYCELEX,1
SOLUTION;TOPICAL,NITROFURAZONE,1
SOLUTION;TOPICAL,"PEDIATRIC LTA KIT",1
SOLUTION;TOPICAL,PENECORT,1
SOLUTION;TOPICAL,PENLAC,1
SOLUTION;TOPICAL,"POVIDONE IODINE",1
SOLUTION;TOPICAL,"PREVACARE R",1
SOLUTION;TOPICAL,RETIN-A,1
SOLUTION;TOPICAL,"ROGAINE (FOR MEN)",1
SOLUTION;TOPICAL,"ROGAINE (FOR WOMEN)",1
SOLUTION;TOPICAL,"ROGAINE EXTRA STRENGTH (FOR MEN)",1
SOLUTION;TOPICAL,SANSAC,1
SOLUTION;TOPICAL,SOLAGE,1
SOLUTION;TOPICAL,STATICIN,1
SOLUTION;TOPICAL,STERI-STAT,1
SOLUTION;TOPICAL,SYNALAR,1
SOLUTION;TOPICAL,T-STAT,1
SOLUTION;TOPICAL,TEMOVATE,1
SOLUTION;TOPICAL,XYLOCAINE,1
SOLUTION;TOPICAL,"XYLOCAINE 4% PRESERVATIVE FREE",1
SOLUTION;URETERAL,"HYPAQUE SODIUM 20%",1
SOLUTION;URETERAL,RENO-30,1
SOLUTION;URETHRAL,CYSTOGRAFIN,1
SOLUTION;URETHRAL,"CYSTOGRAFIN DILUTE",1
SOLUTION;URETHRAL,HYPAQUE-CYSTO,1
SOLUTION;URETHRAL,"OMNIPAQUE 70",1
SOLUTION/DROPS;OPHTHALMIC,ACULAR,1
SOLUTION/DROPS;OPHTHALMIC,"ACULAR LS",1
SOLUTION/DROPS;OPHTHALMIC,"ACULAR PRESERVATIVE FREE",1
SOLUTION/DROPS;OPHTHALMIC,ACUVAIL,1
SOLUTION/DROPS;OPHTHALMIC,AKPRO,1
SOLUTION/DROPS;OPHTHALMIC,AKTOB,1
SOLUTION/DROPS;OPHTHALMIC,ALAMAST,1
SOLUTION/DROPS;OPHTHALMIC,ALAWAY,1
SOLUTION/DROPS;OPHTHALMIC,ALBALON,1
SOLUTION/DROPS;OPHTHALMIC,ALCAINE,1
SOLUTION/DROPS;OPHTHALMIC,ALOCRIL,1
SOLUTION/DROPS;OPHTHALMIC,ALOMIDE,1
SOLUTION/DROPS;OPHTHALMIC,"APRACLONIDINE HYDROCHLORIDE",1
SOLUTION/DROPS;OPHTHALMIC,"ATROPINE SULFATE",1
SOLUTION/DROPS;OPHTHALMIC,AZASITE,1
SOLUTION/DROPS;OPHTHALMIC,BEPREVE,1
SOLUTION/DROPS;OPHTHALMIC,BETADINE,1
SOLUTION/DROPS;OPHTHALMIC,BETIMOL,1
SOLUTION/DROPS;OPHTHALMIC,BETOPTIC,1
SOLUTION/DROPS;OPHTHALMIC,BLEPH-10,1
SOLUTION/DROPS;OPHTHALMIC,BLEPH-30,1
SOLUTION/DROPS;OPHTHALMIC,BROMDAY,1
SOLUTION/DROPS;OPHTHALMIC,BROMSITE,1
SOLUTION/DROPS;OPHTHALMIC,CHIBROXIN,1
SOLUTION/DROPS;OPHTHALMIC,CHLORAMPHENICOL,1
SOLUTION/DROPS;OPHTHALMIC,CHLOROPTIC,1
SOLUTION/DROPS;OPHTHALMIC,CILOXAN,1
SOLUTION/DROPS;OPHTHALMIC,COMBIGAN,1
SOLUTION/DROPS;OPHTHALMIC,COSOPT,1
SOLUTION/DROPS;OPHTHALMIC,"COSOPT PF",1
SOLUTION/DROPS;OPHTHALMIC,CROLOM,1
SOLUTION/DROPS;OPHTHALMIC,CROMOPTIC,1
SOLUTION/DROPS;OPHTHALMIC,CYCLOMYDRIL,1
SOLUTION/DROPS;OPHTHALMIC,CYSTARAN,1
SOLUTION/DROPS;OPHTHALMIC,"DAPIPRAZOLE HYDROCHLORIDE",1
SOLUTION/DROPS;OPHTHALMIC,DENDRID,1
SOLUTION/DROPS;OPHTHALMIC,ECONOCHLOR,1
SOLUTION/DROPS;OPHTHALMIC,ELESTAT,1
SOLUTION/DROPS;OPHTHALMIC,EMADINE,1
SOLUTION/DROPS;OPHTHALMIC,"FLURBIPROFEN SODIUM",1
SOLUTION/DROPS;OPHTHALMIC,GARAMYCIN,1
SOLUTION/DROPS;OPHTHALMIC,GENOPTIC,1
SOLUTION/DROPS;OPHTHALMIC,GENTACIDIN,1
SOLUTION/DROPS;OPHTHALMIC,GENTAK,1
