DosageForm,Dosage,ProductCount
TABLET;ORAL,10MG;40MG,3
TABLET;ORAL,"EQ 90MG BASE",3
INJECTABLE;INTRAVENOUS,"EQ 20MG BASE/VIAL",3
"CAPSULE; ORAL","2.5MG; 10MG",3
"CAPSULE; ORAL","5MG; 10MG",3
"CAPSULE; ORAL","5MG; 20MG",3
"CAPSULE; ORAL","10MG; 20MG",3
"CAPSULE, DELAYED REL PELLETS; ORAL","EQ 20MG BASE",3
"CAPSULE, DELAYED REL PELLETS; ORAL","EQ 30MG BASE",3
"CAPSULE, DELAYED REL PELLETS; ORAL","EQ 60MG BASE",3
INJECTABLE;INTRAVENOUS,50MG/VIAL,3
"AEROSOL, FOAM;TOPICAL",5%,3
OINTMENT;TOPICAL,0.064%;0.005%,3
"TABLET, FOR SUSPENSION;ORAL",250MG,3
"TABLET, FOR SUSPENSION;ORAL",500MG,3
TABLET;ORAL,600MG;200MG;300MG,3
"TABLET; ORAL","150MG; 30MG",3
"TABLET, EXTENDED RELEASE;ORAL",6MG,3
"TABLET, EXTENDED RELEASE; ORAL",50MG,3
"TABLET, EXTENDED RELEASE; ORAL",300MG,3
"TABLET, EXTENDED RELEASE; ORAL",400MG,3
"TABLET; ORAL","30MG; 150MG; 200MG",3
"SPRAY, METERED;NASAL","EQ 0.1876MG BASE/SPRAY",3
CAPSULE;ORAL,4MG,3
INJECTABLE;INJECTION,"80MG/8ML (10MG/ML)",3
"TABLET, EXTENDED RELEASE;ORAL",80MG,3
"TABLET; ORAL","30MG; 60MG",3
"INJECTABLE; INJECTION",100MG,3
GEL;TOPICAL,0.1%;2.5%,3
SOLUTION/DROPS;TOPICAL,0.03%,3
"TABLET, EXTENDED RELEASE;ORAL",2.25MG,3
SOLUTION;INTRAVENOUS,"EQ 4MG BASE/4ML (EQ 1MG BASE/ML)",3
CAPSULE;ORAL,0.5MG;0.4MG,3
"TABLET, CHEWABLE;ORAL",0.025MG;0.8MG,3
SOLUTION/DROPS;OTIC,2%;0.79%,3
TABLET;ORAL,712.8MG;60MG;32MG,3
SOLUTION;ORAL,4MG/5ML,3
SOLUTION;ORAL,325MG/5ML;5MG/5ML,3
"FOR SUSPENSION;ORAL","EQ 100MG BASE/ML",3
"FOR SUSPENSION;ORAL","EQ 62.5MG BASE/5ML",3
"TABLET, CHEWABLE;ORAL","EQ 125MG BASE",3
SUSPENSION/DROPS;OPHTHALMIC,"1%;EQ 3.5MG BASE/ML;10,000 UNITS/ML",3
INJECTABLE;INJECTION,"EQ 4GM BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",3
CAPSULE;ORAL,"EQ 250MG HCL",3
CAPSULE;ORAL,"EQ 500MG HCL",3
CREAM;TOPICAL,"1%;EQ 3.5MG BASE/GM",3
"TABLET, CHEWABLE;ORAL","EQ 200MG BASE",3
INJECTABLE;INJECTION,"EQ 300MG BASE/ML",3
"FOR SUSPENSION;ORAL","EQ 3.5GM BASE/BOT;1GM/BOT",3
GRANULE;ORAL,"EQ 200MG BASE/5ML;EQ 600MG BASE/5ML",3
"CAPSULE, DELAYED RELEASE;ORAL","EQ 100MG BASE",3
"CAPSULE, DELAYED RELEASE;ORAL","EQ 75MG BASE",3
POWDER;INTRAVENOUS,"EQ 250MG BASE/VIAL;250MG/VIAL",3
SUSPENSION/DROPS;OPHTHALMIC,0.1%;0.3%,3
GEL;TOPICAL,"EQ 1% BASE",3
INJECTABLE;INJECTION,"EQ 40MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",3
INJECTABLE;INJECTION,"EQ 36GM BASE/VIAL;EQ 4.5GM BASE/VIAL",3
GEL;TOPICAL,5%;1.2%,3
"CAPSULE, CAPSULE, DELAYED REL PELLETS, TABLET;ORAL","500MG,N/A,N/A;N/A,500MG,N/A;N/A,N/A,30MG",3
"TABLET, DELAYED RELEASE;ORAL","EQ 150MG BASE",3
"AEROSOL, FOAM;TOPICAL",1%,3
GEL;TOPICAL,1.2%;0.025%,3
"TABLET, EXTENDED RELEASE;ORAL","EQ 65MG BASE",3
"TABLET, EXTENDED RELEASE;ORAL","EQ 115MG BASE",3
"TABLET, EXTENDED RELEASE;ORAL","EQ 55MG BASE",3
"FOR SOLUTION;ORAL","200,000 UNITS/5ML",3
"FOR SOLUTION;ORAL","250,000 UNITS/5ML",3
INJECTABLE;INJECTION,"10,000,000 UNITS/VIAL",3
"CAPSULE; ORAL",250MG,3
"POWDER;FOR RX COMPOUNDING","5,000,000 UNITS/BOT",3
"FOR SUSPENSION;ORAL",50MG/ML,3
TABLET;ORAL,165MG,3
INJECTABLE;INJECTION,"EQ 120MG BASE/100ML",3
CREAM;TOPICAL,"EQ 3.5MG BASE/GM;0.1%",3
OINTMENT;TOPICAL,"EQ 3.5MG BASE/GM;0.1%",3
"Injectable; Injection","10,000 UNITS/VIAL",3
"TABLET, FOR SUSPENSION;ORAL",200MG,3
INJECTABLE;INJECTION,"10MG/5ML (2MG/ML)",3
INJECTABLE;INJECTION,"EQ 10MG BASE/2ML",3
SOLUTION;ORAL,40MG/5ML,3
"Injectable; Injection",500MG/VIAL,3
INJECTABLE;INJECTION,0.25%;0.005MG/ML,3
INJECTABLE;INJECTION,0.5%;0.005MG/ML,3
"Injectable; Injection",2MG/ML,3
SOLUTION/DROPS;OPHTHALMIC,"EQ 0.23% PHOSPHATE;10%",3
SOLUTION;ORAL,0.5MG/5ML,3
"INJECTABLE; INJECTION",60MG/2ML,3
TABLET;ORAL,500MG;100MG,3
TABLET;ORAL,10MG;200MG,3
INJECTABLE;INJECTION,"3GM/60ML (50MG/ML)",3
"TABLET, ORALLY DISINTEGRATING;ORAL",0.125MG,3
"INJECTABLE; INJECTION",10ML,3
"SOLUTION; OPHTHALMIC",0.5%,3
"INJECTABLE; IV (INFUSION)","EQ 4MG BASE/5ML",3
"TABLET, ORALLY DISINTEGRATING;ORAL",10MG;100MG,3
"TABLET, ORALLY DISINTEGRATING;ORAL",25MG;100MG,3
"TABLET, ORALLY DISINTEGRATING;ORAL",25MG;250MG,3
"TABLET; ORAL","40MG; 12.5MG",3
OINTMENT;TOPICAL,"0.5% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",3
SOLUTION/DROPS;OPHTHALMIC,"EQ 0.1% PHOSPHATE",3
"AEROSOL, METERED;TOPICAL",1%;1%,3
TABLET;SUBLINGUAL,2MG,3
SOLUTION;INHALATION,0.125%,3
SOLUTION;INHALATION,0.062%,3
TABLET;ORAL,650MG;50MG,3
CAPSULE;ORAL,650MG;50MG,3
"Injectable; Injection",200MG/ML,3
INJECTABLE;INJECTION,"EQ 100MG BASE/4ML (EQ 25MG BASE/ML)",3
INJECTABLE;INJECTION,500MG,3
CAPSULE;ORAL,"EQ 75MG HCL",3
CAPSULE;ORAL,"EQ 125MG HCL",3
CAPSULE;ORAL,"EQ 150MG HCL",3
"TABLET; ORAL","85MG; 500MG",3
"SOLUTION; OPHTHALMIC","0.2%; 0.5%",3
INJECTABLE;INJECTION,250MG,3
INJECTABLE;INJECTION,40MG/4ML,3
"TABLET; ORAL","300MG; 300MG; 200MG",3
"TABLET, EXTENDED RELEASE;ORAL",55MG,3
"TABLET; ORAL","EQ 25MG BASE",3
"TABLET; ORAL","EQ 50MG BASE",3
"TABLET; ORAL","EQ 100MG BASE",3
INJECTABLE;INTRAVENOUS,4-33.1mCi/ML,3
SOLUTION;INTRAVENOUS,"5MG/10ML (0.5MG/ML)",3
SOLUTION;INTRAVENOUS,"10MG/10ML (1MG/ML)",3
INJECTABLE;INTRAVENOUS,20-500mCi/ML,3
INJECTABLE;INTRAVENOUS,4-500mCi/ML,3
TABLET;ORAL,40MG;12.5MG,3
TABLET;ORAL,40MG;25MG,3
"TABLET; ORAL",0.6MG,2
TABLET;ORAL,500MG;1MG,2
TABLET;ORAL,500MG;2MG,2
TABLET;BUCCAL,50MG,2
"INJECTABLE; INJECTION",250MG,2
"TABLET, EXTENDED RELEASE;ORAL",3.75MG,2
SOLUTION;ORAL,200MG/5ML;2.5MG/5ML,2
SOLUTION/DROPS;OPHTHALMIC,0.45%,2
"POWDER;IV (INFUSION)","200 UNITS/VIAL",2
SOLUTION;INTRAVENOUS,"EQ 10MG BASE/12.5ML (EQ 0.8MG BASE/ML)",2
TABLET;ORAL,"0.01MG,0.01MG;1MG,N/A",2
"TABLET, DELAYED RELEASE;ORAL","EQ 20MG BASE;500MG",2
"TABLET, DELAYED RELEASE;ORAL","EQ 20MG BASE;375MG",2
TABLET;ORAL,500MCG,2
"TABLET, DELAYED RELEASE;ORAL",35MG,2
TABLET;ORAL,200MG;10MG,2
"Film, Extended Release; Transdermal",0.2MG/HR,2
"Film, Extended Release; Transdermal",0.4MG/HR,2
CAPSULE;ORAL,500MG;50MG;40MG,2
TABLET;ORAL,750MG;10MG,2
INJECTABLE;INJECTION,"EQ 10MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
TABLET;ORAL,400MG;7.5MG,2
TABLET;ORAL,400MG;10MG,2
CAPSULE;ORAL,"200MG EXTENDED",2
CAPSULE;ORAL,"300MG EXTENDED",2
TABLET;ORAL,"EQ 7.5MG BASE",2
TABLET;ORAL,500MG;30MG,2
TABLET;ORAL,500MG;15MG,2
TABLET;ORAL,500MG;60MG,2
CAPSULE;ORAL,"30MG EXTENDED",2
"POWDER;ORAL, RECTAL",15GM/BOT,2
"FOR SUSPENSION;ORAL","EQ 112.5MG AMPICIL/ML",2
INJECTABLE;INJECTION,"EQ 900MG BASE/VIAL",2
INJECTABLE;INJECTION,"EQ 3.6GM BASE/VIAL",2
INJECTABLE;INJECTION,"EQ 5.4GM BASE/VIAL",2
SUSPENSION;ORAL,"EQ 150MG BASE/5ML",2
OINTMENT;TOPICAL,"400 UNITS/GM;1%;EQ 3.5MG BASE/GM;5,000 UNITS/GM",2
INJECTABLE;INJECTION,40MG/VIAL;100MG/VIAL,2
INJECTABLE;INJECTION,40MG/VIAL;250MG/VIAL,2
SOLUTION;ORAL,"EQ 87.5MG BASE/5ML",2
INJECTABLE;INJECTION,"EQ 30GM BASE/VIAL",2
CAPSULE;ORAL,"EQ 750MG BASE",2
"FOR SUSPENSION;ORAL","EQ 250MG BASE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons*",2
"FOR SUSPENSION;ORAL","EQ 100MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons*",2
SUSPENSION;ORAL,"125MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
SOLUTION/DROPS;OPHTHALMIC,"EQ 3.5MG BASE/ML;16,250 UNITS/ML",2
"FOR SUSPENSION;ORAL","50MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
CAPSULE;ORAL,"EQ 389MG BASE;111MG",2
INJECTABLE;INJECTION,"EQ 40GM BASE/VIAL",2
INJECTABLE;INJECTION,20GM/VIAL,2
"FOR SUSPENSION;ORAL","250MG/5ML;EQ 62.5MG BASE/5ML",2
INJECTABLE;INJECTION,"EQ 100MG BASE/VIAL;EQ 3GM BASE/VIAL",2
INJECTABLE;INJECTION,"EQ 900MG BASE/100ML",2
INJECTABLE;INJECTION,"EQ 500MG BASE/100ML",2
"INJECTABLE, LIPOSOMAL;INJECTION","20MG/10ML (2MG/ML)",2
"INJECTABLE, LIPOSOMAL;INJECTION","50MG/25ML (2MG/ML)",2
CREAM;TOPICAL,"EQ 2% BASE",2
SUSPENSION;ORAL,200MG/ML,2
"TABLET, CHEWABLE;ORAL",400MG,2
OINTMENT;TOPICAL,0.03%,2
"TABLET, EXTENDED RELEASE;ORAL","1GM;EQ 62.5MG BASE",2
INJECTABLE;INJECTION,"EQ 2GM BASE",2
INJECTABLE;INJECTION,"EQ 1GM BASE",2
"TABLET, DELAYED RELEASE;ORAL","EQ 80MG BASE",2
"TABLET, DELAYED RELEASE;ORAL","EQ 200MG BASE",2
"TABLET, DELAYED RELEASE;ORAL","EQ 50MG BASE",2
GEL;TOPICAL,"2.5%;EQ 1.2% BASE",2
SUSPENSION/DROPS;OPHTHALMIC,"1.5%;EQ 3.5MG BASE/ML",2
INJECTABLE;INJECTION,"500,000 UNITS/VIAL",2
TABLET;ORAL,"EQ 350MG BASE",2
SYRUP;ORAL,"EQ 125MG BASE/5ML",2
CREAM;TOPICAL,"100,000 UNITS/GM;0.1% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons*",2
OINTMENT;OPHTHALMIC,"500 UNITS/GM;EQ 3.5MG BASE/GM;10,000 UNITS/GM",2
INJECTABLE;INJECTION,"1,000,000 UNITS/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
"POWDER;FOR RX COMPOUNDING","100,000,000 UNITS/BOT",2
SOLUTION/DROPS;OTIC,"5MG/ML;EQ 10,000 UNITS BASE/ML",2
"FOR SOLUTION;ORAL","EQ 500MG BASE/6ML",2
CAPSULE;ORAL,150MG;300MG,2
INJECTABLE;INJECTION,"EQ 0.8MG BASE/ML",2
INJECTABLE;INJECTION,"EQ 40MG BASE/100ML",2
INJECTABLE;INJECTION,"EQ 2.4MG BASE/ML",2
OINTMENT;OPHTHALMIC,5MG/GM,2
INJECTABLE;INTRAVENOUS,"EQ 750MG BASE/VIAL",2
"Injectable; Injection","EQ 200MG BASE/VIAL",2
POWDER;INTRAVENOUS,"EQ 1GM BASE/VIAL",2
POWDER;INTRAVENOUS,"EQ 2GM BASE/VIAL",2
"Injectable; Injection","EQ 150MG BASE/ML",2
OINTMENT;TOPICAL,"500 UNITS/GM",2
"INJECTABLE;INTRAMUSCULAR, INTRAVENOUS","5,000,000 UNITS/VIAL",2
"TABLET, FOR SUSPENSION;ORAL",400MG,2
INJECTABLE;INJECTION,"EQ 100GM BASE/VIAL",2
INJECTABLE;INJECTION,"150MG/75ML (2MG/ML)",2
"Injectable; Injection",20MG/ML,2
"Injectable; Injection",15MG/ML,2
SOLUTION;INTRAVENOUS,"10MG/4ML (2.5MG/ML)",2
"Injectable; Injection",25MG/ML,2
"Injectable; Injection",100MG/VIAL,2
TABLET;ORAL-28,"0.035MG,0.035MG;0.5MG,1MG",2
TABLET;ORAL,15MG;0.3MG,2
TABLET;ORAL,15MG;0.2MG,2
TABLET;ORAL,15MG;0.1MG,2
"BAR, CHEWABLE;ORAL","EQ 4GM RESIN/BAR",2
"Injectable; Injection","EQ 50MG BASE/ML",2
CONCENTRATE;ORAL,1MG/ML,2
SOLUTION;ORAL,"EQ 25MG BASE/5ML",2
TABLET;ORAL-21,0.03MG;0.04MG;0.05MG;0.075MG;0.125MG,2
INJECTABLE;INJECTION,"30MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
INJECTABLE;INJECTION,"60MG/10ML (6MG/ML)",2
INJECTABLE;INJECTION,"100MG/50ML (2MG/ML)",2
TABLET;ORAL-21,0.035MG;0.4MG,2
TABLET;ORAL,107MG,2
TABLET;ORAL,2.5MG;200MG,2
"TABLET; ORAL",180MG,2
SOLUTION;ORAL,65MG/ML,2
"TABLET; ORAL",12MG,2
"SOLUTION; ORAL",20MG/ML,2
"TABLET, EXTENDED RELEASE; ORAL","60MG; 120MG",2
"SOLUTION; OPHTHALMIC",0.1%,2
"TABLET, ORALLY DISINTEGRATING; ORAL",10MG,2
"TABLET; ORAL",750MG,2
"TABLET; ORAL","20MG; 12.5MG",2
"TABLET; ORAL","40MG; 25MG",2
"CAPSULE, DELAYED RELEASE;ORAL","EQ 20MG BASE",2
"CAPSULE, EXTENDED RELEASE; ORAL",10MG,2
"CAPSULE, EXTENDED RELEASE; ORAL",40MG,2
"TABLET; ORAL",2.5MG,2
TABLET;ORAL,0.02MG;0.09MG,2
INJECTABLE;INJECTION,4MEQ/ML,2
CAPSULE;ORAL,150MG;180MG;15MG,2
CAPSULE;ORAL,150MG;180MG;30MG,2
CAPSULE;ORAL,150MG;180MG;60MG,2
CAPSULE;ORAL,"EQ 25MG HYDROCHLORIDE",2
SOLUTION;ORAL,500MG/15ML;5MG/15ML,2
SUPPOSITORY;RECTAL,30MG,2
SUPPOSITORY;RECTAL,60MG,2
SUPPOSITORY;RECTAL,200MG,2
TABLET;ORAL,16.2MG,2
TABLET;ORAL,325MG;30MG,2
TABLET;ORAL,32.4MG,2
CAPSULE;ORAL,325MG;30MG,2
INJECTABLE;INJECTION,0.4MG/ML;50MG/ML,2
INJECTABLE;INJECTION,0.4MG/ML;75MG/ML,2
INJECTABLE;INJECTION,0.4MG/ML;100MG/ML,2
SOLUTION;TOPICAL,0.2%,2
TABLET;ORAL,650MG;30MG,2
INJECTABLE;INJECTION,8MG/ML;180MG/ML,2
SUSPENSION;ORAL,120MG/5ML;12MG/5ML,2
SYRUP;ORAL,150MG/15ML,2
SOLUTION;INHALATION,0.17%,2
CAPSULE;ORAL,300MG;60MG,2
CAPSULE;ORAL,300MG;30MG,2
TABLET;VAGINAL,172.5MG,2
SOLUTION;ORAL,50MG/5ML,2
CAPSULE;ORAL,325MG;50MG,2
"Injectable; Injection","EQ 50MG BASE/VIAL",2
"Injectable; Injection","EQ 25MG BASE/ML",2
"Injectable; Injection","5,000 UNITS/VIAL",2
INJECTABLE;INJECTION,"EQ 200MG BASE/8ML (EQ 25MG BASE/ML)",2
"INJECTABLE; INJECTION",2MCG/ML,2
"TABLET; ORAL","100MG; 25MG",2
"TABLET; ORAL",90MG,2
"TABLET; ORAL","0.215MG; 0.025MG",2
"TABLET; ORAL","0.25MG; 0.025MG",2
"TABLET, EXTENDED RELEASE; ORAL",150MG,2
"TABLET; ORAL","600MG; 300MG",2
"CAPSULE, DELAYED RELEASE; ORAL",20MG,2
"CAPSULE, DELAYED RELEASE; ORAL",30MG,2
"CAPSULE, DELAYED RELEASE; ORAL",60MG,2
"TABLET; ORAL","80MG; 12.5MG",2
"POWDER;IV (INFUSION)","EQ 100GM BASE",2
"VIAL; SINGLE-USE","50 UNITS/VIAL",2
"VIAL; SINGLE-USE","100 UNITS/VIAL",2
VIAL,1MG/ML,2
VIAL,30UG/ML,2
VIAL,50MG/VIAL,2
"VIAL; INTRAVENOUS",5MG/VIAL,2
"INJECTABLE; INJECTION",100MG/5ML,2
INJECTABLE;INJECTION,300MG,2
INJECTABLE;INJECTION,400MG,2
INJECTABLE;INJECTION,150MG,2
"TABLET, FOR SUSPENSION; ORAL","30MG; 50MG; 60MG",2
INJECTABLE;INJECTION,"200MG/5.26ML (38MG/ML)",2
INJECTABLE;INJECTION,"1GM/26.3ML (38MG/ML)",2
INJECTABLE;INJECTION,"2GM/52.6ML (38MG/ML)",2
INJECTABLE;INJECTION,"EQ 75MG BASE/ML",2
"TABLET, EXTENDED RELEASE; ORAL",65MG,2
"TABLET, EXTENDED RELEASE; ORAL",115MG,2
SUSPENSION;ORAL,40MG/5ML,2
"POWDER;IV (INFUSION)",500MG/VIAL,2
POWDER;INTRAVENOUS,100MCG/VIAL,2
POWDER;INTRAVENOUS,200MCG/VIAL,2
POWDER;INTRAVENOUS,500MCG/VIAL,2
"TABLET; ORAL","50MG; 500MG",2
"TABLET; ORAL","50MG; 1000MG",2
"TABLET; ORAL",3MG,2
"TABLET; ORAL",6MG,2
INJECTABLE;INJECTION,8MG/ML,2
SOLUTION;OPHTHALMIC,0.2%,2
SOLUTION;SUBCUTANEOUS,"300 UNITS/3ML (100 UNITS/ML)",2
SOLUTION/DROPS;OPHTHALMIC,0.146%,2
SOLUTION/DROPS;OPHTHALMIC,2.5%,2
"SOLUTION;IV (INFUSION)","EQ 175MG BASE/17.5ML (EQ 10MG BASE/ML)",2
"SOLUTION;IV (INFUSION)","EQ 250MG BASE/25ML (EQ 10MG BASE/ML)",2
"TABLET, CHEWABLE;ORAL",0.02MG;1MG,2
INJECTABLE;INTRAVENOUS,10-100mCi/ML,2
INJECTABLE;INTRAVENOUS,4-40mCi/ML,2
"SOLUTION;IV (INFUSION)","10MG/ML (10MG/ML)",2
TABLET;ORAL,600MG;300MG,2
TABLET;ORAL,"0.02MG,0.15MG;0.025MG,0.15MG;0.03MG,0.15MG;0.01MG,N/A",2
SOLUTION;TOPICAL,30MG/1.5ML,2
SOLUTION;ORAL,4MG/5ML;5MG/5ML,2
"TABLET, EXTENDED RELEASE;ORAL",50MG;500MG,2
"TABLET, EXTENDED RELEASE;ORAL",50MG;1000MG,2
INJECTABLE;INJECTION,0.25MG/5ML,2
SOLUTION;SUBCUTANEOUS,"20MG/0.4ML (20MG/0.4ML)",2
SOLUTION;OPHTHALMIC,0.5%,2
SUSPENSION;ORAL,"2% (9GM/450ML)",2
"TABLET;BUCCAL, SUBLINGUAL",5MG,2
"TABLET, DELAYED RELEASE;ORAL",0.1MG,2
SUPPOSITORY;VAGINAL,0.1MG,2
SUPPOSITORY;VAGINAL,0.5MG,2
INJECTABLE;INJECTION,5%,2
INJECTABLE;INJECTION,"1% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
CREAM;VAGINAL,15%,2
INJECTABLE;INJECTION,"5MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
INJECTABLE;INJECTION,"EQ 50,000 UNITS BASE/ML",2
INJECTABLE;INJECTION,"100MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
TABLET;ORAL,325MG;2.25MG;0.19MG,2
INJECTABLE;INJECTION,"25 UNITS/VIAL",2
INJECTABLE;INJECTION,5GM/VIAL,2
TABLET;ORAL,"500MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
SOLUTION/DROPS;OPHTHALMIC,"EQ 4% BASE",2
SYRUP;ORAL,"10MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
CREAM;TOPICAL,20%,2
INJECTABLE;INJECTION,"EQ 15MG BASE/ML",2
INJECTABLE;INJECTION,"20MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
INJECTABLE;INJECTION,"10 IU/VIAL",2
INJECTABLE;INJECTION,100MG/ML;50MG/ML,2
SUPPOSITORY;RECTAL,100MG;2MG,2
INJECTABLE;INJECTION,75MG/VIAL,2
INJECTABLE;INJECTION,25%,2
SOLUTION;URETHRAL,30%,2
INJECTABLE;INJECTION,"125MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
"AEROSOL, METERED;INHALATION",0.3MG/INH,2
"AEROSOL, METERED;INHALATION",0.12MG/INH,2
INJECTABLE;SPINAL,5%,2
INJECTABLE;INJECTION,0.05MG/ML,2
TABLET;ORAL,0.45MG;400MG,2
TABLET;ORAL,0.45MG;200MG,2
"CAPSULE, EXTENDED RELEASE;ORAL","EQ 10MG BASE",2
TABLET;ORAL,62.5MG,2
SUPPOSITORY;RECTAL,2.5MG,2
"CAPSULE, EXTENDED RELEASE;ORAL",400MG,2
"CAPSULE, EXTENDED RELEASE;ORAL","EQ 5MG BASE",2
CONCENTRATE;ORAL,16MG/5ML,2
INJECTABLE;INJECTION,2.5GM/VIAL,2
LOTION;TOPICAL,"0.1% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
LOTION;TOPICAL,"0.025% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
INJECTABLE;INJECTION,1.5MG/ML,2
SUSPENSION;ORAL,"EQ 25MG HCL/5ML",2
"FOR SOLUTION;OPHTHALMIC","750 UNITS/VIAL",2
INJECTABLE;INJECTION,12.5MG/ML,2
TABLET;ORAL,50MG;0.1MG,2
SYRUP;ORAL,4MG/5ML,2
SPRAY;TOPICAL,0.147MG/GM,2
INJECTABLE;INJECTION,"EQ 1MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
INJECTABLE;INJECTION,40GM/VIAL,2
TABLET;ORAL,"EQ 10MG SULFATE",2
TABLET;ORAL,"EQ 25MG SULFATE",2
"AEROSOL, METERED;INHALATION",0.34MG/INH,2
TABLET;ORAL,0.25MG;5MG,2
TABLET;ORAL,0.5MG;5MG,2
INJECTABLE;INJECTION,"40MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
INJECTABLE;INJECTION,"3MG/ML;EQ 3MG BASE/ML",2
SOLUTION;ORAL,"EQ 10MG BASE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
SYRUP;ORAL,1.25GM/5ML,2
TABLET;ORAL,150MG;250MG,2
TABLET;ORAL,250MG;250MG,2
CAPSULE;ORAL,"100MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
CAPSULE;ORAL,"25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
N/A;N/A,N/A;N/A;N/A;N/A,2
CAPSULE;ORAL,0.5-1uCi,2
"FOR SOLUTION;OPHTHALMIC",20MG/VIAL,2
INJECTABLE;INJECTION,0.5mCi/VIAL,2
INJECTABLE;INJECTION,1mCi/VIAL,2
CAPSULE;ORAL,0.8-100mCi,2
INJECTABLE;INJECTION,"1MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
POWDER;ORAL,"EQ 4GM RESIN/PACKET **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
POWDER;ORAL,"EQ 4GM RESIN/SCOOPFUL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
TABLET;ORAL-21,0.05MG;0.5MG,2
SOLUTION;IRRIGATION,5GM/100ML,2
TABLET;ORAL-21,0.08MG;1MG,2
TABLET;ORAL-28,0.08MG;1MG,2
INJECTABLE;INJECTION,"500MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
"AEROSOL, METERED;INHALATION",0.25MG/INH,2
TABLET;ORAL-28,0.05MG;0.5MG,2
TABLET;ORAL,325MG;100MG,2
INJECTABLE;INJECTION,"EQ 10MG BASE/VIAL",2
OINTMENT;TOPICAL,"0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
INJECTABLE;INJECTION,0.75%;0.0091MG/ML,2
CONCENTRATE;ORAL,"EQ 25MG BASE/ML",2
INJECTABLE;INJECTION,"2,000 UNITS/VIAL",2
INJECTABLE;INJECTION,"15,000 UNITS/VIAL",2
INJECTABLE;INJECTION,"10,000 UNITS/0.5ML",2
INJECTABLE;INJECTION,5mCi/ML,2
INJECTABLE;INJECTION,"EQ 2MG SULFATE/0.7ML",2
TABLET;ORAL,"1MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
TABLET;ORAL,"2MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
GEL;TOPICAL,"0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",2
INJECTABLE;INJECTION,30MG/100ML;37MG/100ML;368MG/100ML;526MG/100ML;502MG/100ML,2
SPONGE;TOPICAL,480MG,2
INJECTABLE;INJECTION,125MG/ML,2
SPONGE;TOPICAL,3%,2
SUSPENSION;ORAL,50MG/ML,2
INJECTABLE;INJECTION,5.5%;102MG/100ML;522MG/100ML;431MG/100ML;224MG/100ML,2
INJECTABLE;INJECTION,8.5%;102MG/100ML;522MG/100ML;594MG/100ML;154MG/100ML,2
INJECTABLE;INJECTION,3.5%;51MG/100ML;131MG/100ML;218MG/100ML;35MG/100ML,2
INJECTABLE;INJECTION,"5.5% (5.5GM/100ML)",2
SOLUTION;INTRAPERITONEAL,18.3MG/100ML;1.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,2
SOLUTION;INTRAPERITONEAL,25.7MG/100ML;3.5GM/100ML;15.2MG/100ML;567MG/100ML;392MG/100ML,2
